5,507.723,0.0000346,4000,-101500,-1500,669254.2,3383.685,12494.288,13438.921,15634.807,4481.236,-0.467,45.367,25.007,27.1,26.4,27.7,25.6,27.1,24.3,32.7,41,-95.972,-96.141
1,508.9439,0.0000337,4000,-1500,-1500,662843.5,3389.954,12515.309,13461.358,15663.392,4486.658,-0.474,45.402,24.998,27.2,26.4,27.7,25.6,27.2,24.3,32.7,41.5,-95.825,-95.956
2,504.513,0.0000336,104000,1500,-1500,679016.8,3380.898,12543.549,13468.741,15626.883,4479.024,-0.473,45.402,24.998,27.2,26.4,27.7,25.6,27.2,24.3,32.7,41.3,-95.887,-96.01
3,513.5391,0.0000359,6000,101500,-1500,661244.9,3408.586,12448.757,13407.293,15655.874,4486.96,-0.481,45.402,24.998,27.2,26.5,27.7,25.6,27.2,24.3,32.7,41.2,-95.918,-96.08
4,512.3706,0.0000352,-106000,1500,-1500,639260.1,3417.159,12512.142,13464.625,15702.722,4494.95,-0.474,45.402,24.998,27.2,26.5,27.7,25.6,27.2,24.3,32.7,41,-95.987,-96.126
3,4920.3052,0.000634,6000,101500,-1500,585430.7,3625.262,13690.595,12989.094,14075.092,4107.037,-0.497,45.175,25.001,26.9,26.4,27.8,25.7,27.1,23.9,32.8,41.7,-95.918,-96.095
4,4927.2067,0.000645,-106000,1500,-1500,588706.3,3622.523,13694.682,12992.22,14083.278,4100.409,-0.496,45.175,25.001,26.9,26.4,27.8,25.7,27.1,23.9,32.8,41.7,-95.941,-96.087
5,4936.4944,0.000647,4000,-101500,-1500,605454.8,3607.497,13660.274,12963.946,14069.947,4088.143,-0.492,45.175,25.001,26.9,26.4,27.8,25.7,27,23.9,32.8,41.5,-95.956,-96.126
1,4923.0364,0.000638,4000,-1500,-1500,600812.3,3612.318,13657.681,12964.032,14054.646,4100.916,-0.501,45.168,24.995,27,26.4,27.7,25.7,27.1,23.8,32.7,41.7,-95.833,-95.964
2,4920.7888,0.000641,104000,1500,-1500,618165.4,3601.533,13597.083,12911.852,14004.267,4094.225,-0.494,45.168,24.995,27,26.4,27.7,25.7,27.1,23.8,32.7,41.7,-95.926,-96.034
3,4920.183,0.000629,6000,101500,-1500,585445.6,3626.403,13709.706,13011.058,14095.832,4111.262,-0.493,45.168,24.995,27,26.4,27.7,25.7,27.1,23.9,32.7,41.5,-95.949,-96.126
1,508.8943,0.0000336,4000,-1500,-1500,657239.4,3401.137,12515.906,13455.832,15657.677,4486.545,-0.478,45.406,24.994,27.2,26.5,27.6,25.7,27.2,24.3,32.7,41.1,-95.802,-95.98
2,504.5301,0.0000338,104000,1500,-1500,685401.6,3371.275,12521.894,13451.84,15610.818,4476.343,-0.477,45.406,24.994,27.2,26.5,27.6,25.7,27.2,24.3,32.7,41,-95.872,-95.987
3,513.5892,0.0000341,6000,101500,-1500,648705.4,3403.216,12461.381,13423.554,15672.065,4490.334,-0.472,45.406,24.994,27.2,26.5,27.6,25.7,27.2,24.3,32.7,40.8,-95.903,-96.057
4,512.3775,0.0000349,-106000,1500,-1500,634663.6,3411.287,12512.094,13468.897,15707.133,4496.315,-0.473,45.406,24.994,27.2,26.5,27.6,25.7,27.2,24.3,32.7,40.8,-95.933,-96.087
5,507.7357,0.0000344,4000,-101500,-1500,667483.9,3384.152,12500.886,13447.241,15642.608,4483.905,-0.469,45.406,24.994,27.2,26.5,27.6,25.7,27.2,24.3,32.7,40.8,-95.987,-96.103
1,508.9366,0.0000332,4000,-1500,-1500,653196.3,3402.033,12535.836,13478.542,15679,4488.55,-0.479,45.414,25.008,27.2,26.5,27.7,25.7,27.2,24.3,32.7,41,-95.825,-95.956
2,504.5559,0.0000314,104000,1500,-1500,670663.7,3385.207,12574.075,13502.106,15658.398,4483.425,-0.478,45.414,25.008,27.2,26.5,27.7,25.7,27.2,24.3,32.7,40.9,-95.895,-96.041
3,513.585,0.0000345,6000,101500,-1500,647829.9,3405.887,12474.427,13437.2,15682.749,4490.351,-0.477,45.414,25.008,27.2,26.5,27.7,25.7,27.2,24.3,32.7,41,-95.895,-96.087
4,512.3899,0.000034,-106000,1500,-1500,637992.7,3420.832,12537.038,13491.459,15727.248,4497.781,-0.476,45.414,25.008,27.2,26.5,27.7,25.7,27.2,24.3,32.7,41,-95.949,-96.087